subjid,location,gender,age,set,condition,gameid,ha,p_ha,la,lotshapea,lotnuma,hb,p_hb,lb,lotshapeb,lotnumb,amb,corr,order,trial,button,b,payoff,forgone,rt,apay,bpay,feedback,block,id,location_rehovot,gender_female,set_1,set_2,set_3,set_4,set_5,set_6,experiment_1,button_r,shape_a_symm,shape_b_symm,shape_a_rskew,shape_b_rskew,shape_a_lskew,shape_b_lskew
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,11,L,0,83,20,1418,83,20,1,3,11,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,12,L,0,21,20,1114,21,20,1,3,12,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,13,L,0,21,20,906,21,20,1,3,13,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,14,L,0,-37,20,957,-37,20,1,3,14,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,15,L,0,21,20,2305,21,20,1,3,15,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,16,L,0,-37,20,2111,-37,20,1,4,16,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,17,L,0,35,20,2345,35,20,1,4,17,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,18,R,1,20,21,968,21,20,1,4,18,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,19,R,1,20,27,989,27,20,1,4,19,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,20,R,1,20,23,3561,23,20,1,4,20,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,21,L,0,21,20,1112,21,20,1,5,21,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,22,L,0,23,20,888,23,20,1,5,22,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,23,R,1,20,23,1419,23,20,1,5,23,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,24,L,0,21,20,987,21,20,1,5,24,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,151,27,0.8,-37,R-skew,7,28,0.01,20,Symm,3,0,0,2,25,L,0,23,20,983,23,20,1,5,25,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,1,R,0,6,15,12906,6,15,0,1,26,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,2,R,0,6,15,676,6,15,0,1,27,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,3,L,1,12,6,689,6,12,0,1,28,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,4,L,1,15,6,807,6,15,0,1,29,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,5,R,0,6,15,702,6,15,0,1,30,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,6,R,0,6,15,636,6,15,1,2,31,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,7,R,0,6,15,1248,6,15,1,2,32,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,8,L,1,15,6,892,6,15,1,2,33,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,9,L,1,15,6,695,6,15,1,2,34,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,10,L,1,15,41,596,41,15,1,2,35,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,11,L,1,15,6,1207,6,15,1,3,36,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,12,L,1,15,6,690,6,15,1,3,37,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,13,L,1,15,39,687,39,15,1,3,38,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,14,R,0,38,15,2404,38,15,1,3,39,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,15,R,0,38,15,726,38,15,1,3,40,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,16,R,0,40,15,572,40,15,1,4,41,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,17,R,0,37,15,622,37,15,1,4,42,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,18,R,0,6,15,666,6,15,1,4,43,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,19,L,1,15,6,567,6,15,1,4,44,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,20,L,1,15,6,553,6,15,1,4,45,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,21,L,1,12,6,547,6,12,1,5,46,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,22,L,1,15,40,741,40,15,1,5,47,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,23,R,0,6,15,635,6,15,1,5,48,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,24,R,0,6,15,599,6,15,1,5,49,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,153,39,0.4,6,Symm,5,15,0.95,12,-,1,0,1,27,25,L,1,15,39,570,39,15,1,5,50,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,1,L,1,0,-1,12508,-1,0,0,1,51,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,2,R,0,-1,-1,2075,-1,-1,0,1,52,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,3,L,1,-1,-1,995,-1,-1,0,1,53,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,4,L,1,-1,-1,648,-1,-1,0,1,54,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,5,L,1,-1,-1,789,-1,-1,0,1,55,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,6,L,1,-1,-1,604,-1,-1,1,2,56,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,7,L,1,-1,-1,983,-1,-1,1,2,57,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,8,L,1,-1,-1,781,-1,-1,1,2,58,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,9,L,1,-1,-1,1068,-1,-1,1,2,59,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,10,L,1,-1,-1,739,-1,-1,1,2,60,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,11,L,1,-1,-1,801,-1,-1,1,3,61,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,12,L,1,-1,-1,601,-1,-1,1,3,62,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,13,L,1,-1,-1,708,-1,-1,1,3,63,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,14,L,1,-1,-1,682,-1,-1,1,3,64,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,15,L,1,-1,-1,784,-1,-1,1,3,65,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,16,L,1,-1,-1,1056,-1,-1,1,4,66,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,17,L,1,2,-1,622,-1,2,1,4,67,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,18,L,1,-1,-1,681,-1,-1,1,4,68,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,19,L,1,-1,-1,775,-1,-1,1,4,69,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,20,L,1,-1,-1,678,-1,-1,1,4,70,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,21,L,1,-1,-1,723,-1,-1,1,5,71,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,22,L,1,-1,-1,737,-1,-1,1,5,72,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,23,L,1,-1,-1,688,-1,-1,1,5,73,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,24,L,1,-1,-1,637,-1,-1,1,5,74,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,156,-1,1.0,-1,-,1,1,0.2,-1,Symm,7,0,0,20,25,L,1,-1,-1,881,-1,-1,1,5,75,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,1,R,1,24,39,2910,39,24,0,1,76,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,2,R,1,24,39,914,39,24,0,1,77,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,3,R,1,24,39,549,39,24,0,1,78,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,4,R,1,24,39,1358,39,24,0,1,79,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,5,L,0,14,24,901,14,24,0,1,80,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,6,L,0,14,24,584,14,24,1,2,81,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,7,R,1,24,39,610,39,24,1,2,82,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,8,R,1,24,39,606,39,24,1,2,83,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,9,L,0,14,24,657,14,24,1,2,84,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,10,L,0,39,24,558,39,24,1,2,85,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,11,R,1,24,39,1112,39,24,1,3,86,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,12,R,1,24,39,2144,39,24,1,3,87,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,13,R,1,24,39,1098,39,24,1,3,88,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,14,R,1,24,39,1114,39,24,1,3,89,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,15,L,0,39,24,690,39,24,1,3,90,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,16,L,0,39,48,655,39,48,1,4,91,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,17,L,0,14,24,844,14,24,1,4,92,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,18,R,1,48,39,1822,39,48,1,4,93,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,19,L,0,14,24,1144,14,24,1,4,94,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,20,R,1,24,14,585,14,24,1,4,95,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,21,R,1,24,39,612,39,24,1,5,96,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,22,R,1,24,39,719,39,24,1,5,97,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,23,L,0,39,48,597,39,48,1,5,98,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,24,L,0,39,24,632,39,24,1,5,99,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,162,39,0.6,14,-,1,48,0.25,24,-,1,0,0,30,25,L,0,14,24,548,14,24,1,5,100,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,1,L,0,25,12,8557,25,12,0,1,101,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,2,R,1,12,25,2768,25,12,0,1,102,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,3,R,1,12,25,2081,25,12,0,1,103,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,4,R,1,12,25,914,25,12,0,1,104,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,5,R,1,12,25,613,25,12,0,1,105,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,6,L,0,25,12,873,25,12,1,2,106,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,7,R,1,12,25,2099,25,12,1,2,107,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,8,L,0,25,12,1588,25,12,1,2,108,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,9,L,0,25,12,760,25,12,1,2,109,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,10,L,0,25,12,703,25,12,1,2,110,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,11,L,0,25,12,805,25,12,1,3,111,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,12,L,0,25,35,669,25,35,1,3,112,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,13,L,0,25,12,1137,25,12,1,3,113,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,14,L,0,25,12,627,25,12,1,3,114,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,15,L,0,25,12,703,25,12,1,3,115,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,16,L,0,25,12,581,25,12,1,4,116,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,17,L,0,25,12,615,25,12,1,4,117,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,18,L,0,25,12,603,25,12,1,4,118,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,19,R,1,12,25,550,25,12,1,4,119,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,20,R,1,35,25,536,25,35,1,4,120,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,21,L,0,25,12,1346,25,12,1,5,121,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,22,L,0,25,35,832,25,35,1,5,122,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60004,Rehovot,F,23,6,ByProb,163,25,1.0,25,-,1,35,0.2,12,-,1,0,0,26,23,L,0,25,12,1057,25,12,1,5,123,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
